t,mq,mx,mt
0.0,0.0,0.0,20.095874581233524
0.002,0.00010207757665312187,0.00015711134609663763,20.038737697596382
0.004,0.00017698918379162738,0.00027275402004743425,19.9559577565691
0.006,0.0002253941257108434,0.0003472780124460411,19.85670731181695
0.008,0.0002480678935615518,0.00038116663127701623,19.742109994013635
0.01,0.00024604292134324977,0.00037511396865284034,19.61276476024275
0.012,0.00022104426011679293,0.00033004503485869184,19.469220189443565
0.014,0.00017711825638195024,0.00024658638634090136,19.312159036945285
0.016,0.0001284680042141979,0.0001251334170217438,19.14212918317638
0.018000000000000002,0.00012673259579826208,5.029254895233803e-05,18.959347397758748
0.020000000000000004,0.00021218767739848823,0.0002488748444736257,18.764571138874807
0.022000000000000006,0.00013587448286459295,9.414635233312137e-05,18.627330626021074
0.024000000000000007,0.000106546272123458,5.497721660184266e-05,18.459134767415392
0.02600000000000001,0.00011280480382760165,0.00013627456811807158,18.280035700031682
0.02800000000000001,0.00012519063629451896,0.00018476437901465868,18.091495808246034
0.030000000000000013,0.00013201967854424546,0.00019810257677103105,17.891503634068414
0.032000000000000015,0.00013933171536025934,0.00017681180882841863,17.680615897365534
0.034000000000000016,0.00016508680539821437,0.00012299052184208234,17.45931448604082
0.03600000000000002,0.0002253937164534181,5.503505094603066e-05,17.22807094685339
0.03800000000000002,0.0003227130389085615,0.00012391499631270956,16.98817500237075
0.04000000000000002,0.0004534323752761574,0.0002743794317579518,16.745990131987117
0.04200000000000002,0.00031039853322214247,0.000147380990576415,16.44000043893455
0.044000000000000025,0.00020115066761579507,7.905473956108478e-05,16.12030399600107
0.04600000000000003,0.00014338237657194198,0.00010166055786538983,15.797285548486233
0.04800000000000003,0.00015239952412788042,0.0001431452459455769,15.467934555395024
0.05000000000000003,0.0001981376889132079,0.0001629155819862275,15.133363602833453
0.05200000000000003,0.0002525084841273013,0.00015901309580843487,14.793561015787608
0.054000000000000034,0.00031010800311862376,0.00013595330393014382,14.934945386422983
0.056000000000000036,0.0003746245086170152,0.00011465269987606038,14.73329031489064
0.05800000000000004,0.00045206499019460785,0.0001457341987279551,14.342170792310172
0.06000000000000004,0.0005481316526907907,0.00024068220233109384,13.944978886371366
0.06200000000000004,0.0005312691634712271,0.0001653999392923569,13.567765895721386
0.06400000000000004,0.0005471471185118128,0.0001338590178934521,13.19685442803846
0.06600000000000004,0.0005807170224506537,0.0001447510390558492,12.825678856729716
0.06800000000000005,0.0006209224823713042,0.00016585589658755663,12.460382433897463
0.07000000000000005,0.0006620384795527348,0.00017864623432212472,12.099667839700864
0.07200000000000005,0.0007025853204419354,0.0001783691624852256,11.74285109558711
0.07400000000000005,0.0007441161146002344,0.00016896423523263447,11.390126685722452
0.07600000000000005,0.0007903307149165633,0.00016288891490374394,11.042692489339505
0.07800000000000006,0.0008463167560997893,0.0001676923645874484,10.700540954253176
0.08000000000000006,0.0009177117545851789,0.00020662340217575458,10.363832965768722
0.08200000000000006,0.0008835109757343848,0.00017830533444055028,10.012291869148507
0.08400000000000006,0.0008690277856142424,0.00017269400950341057,9.68480512091853
0.08600000000000006,0.0008679879079378967,0.00017540274493729215,9.361222858763561
0.08800000000000006,0.0008752979238632492,0.00018037085713896385,9.045548535431122
0.09000000000000007,0.0008878217339560023,0.0001845910667962958,8.736189979768842
0.09200000000000007,0.0009046029395623183,0.000186627085020927,8.429997138394693
0.09400000000000007,0.0009268007539559825,0.00018788941753309998,8.128303977162556
0.09600000000000007,0.0009574556428829548,0.00019043683044799901,7.83047156285164
0.09800000000000007,0.0010010637466021828,0.0001958210655952777,7.537279522817605
0.10000000000000007,0.001062904723352082,0.0002064068657837671,7.2536404247442166
0.10200000000000008,0.0010151449395752316,0.00020342419664503902,6.980597422643253
0.10400000000000008,0.0009865845188702796,0.0002039186101712454,6.749082414804933
0.10600000000000008,0.0009724477093862561,0.0002065093949495759,6.524348076725505
0.10800000000000008,0.0009690332938461296,0.00021026319964358124,6.303813600380477
0.11000000000000008,0.0009743915582910722,0.00021431571871745637,6.0859755510703435
0.11200000000000009,0.000988592331880353,0.00021810679201528712,51.037381821346735
0.11400000000000009,0.0010137170718413323,0.00022159118850591228,59.26749432110163
0.11600000000000009,0.0010616999817475803,0.00022498245452874806,76.45977515448882
0.11800000000000009,0.001222039249723362,0.0002463618837201119,89.57634798345347
0.12000000000000009,0.0017631217661518235,0.00034805327322489174,90.24153839637012
0.1220000000000001,0.0026675775901238738,0.0005835513133451068,90.2604211649262
0.1240000000000001,0.004153669195039868,0.0009901817049370709,90.20558080890221
0.12600000000000008,0.006149124713324105,0.0015525131069746307,90.31503018514958
0.12800000000000009,0.008593945232180863,0.0022555857026349407,90.80489159816676
